startup_stage,industry,region,requested_amount,pre_money_valuation,team_size,founders_experience_years,annual_revenue,market_size_estimate,investment_amount,is_rejected
Seed,ClimateTech,Europe,1747309.1822629685,12272881.36798732,10,4,1395099.2469056137,11959522.771647796,0.0,1
Series A,FinTech,US,7380854.51148805,42352930.55171689,10,5,4742131.074072726,13233151.008715749,8286800.909577042,0
Idea,AI/SaaS,US,1064626.4473595296,6740131.979545447,2,1,0.0,6845264.611110698,0.0,1
Seed,ClimateTech,Europe,2014245.3045999096,12557771.229630306,9,6,503189.0198263168,4850885.224876759,2272047.5236105504,0
Pre-Seed,FinTech,Europe,304048.3539697203,1156947.415783745,6,7,0.0,11535998.037692023,0.0,1
Series A,EdTech,US,1891976.9711826183,6788919.028679686,8,10,365621.9645230011,13159747.547994576,1846715.392998973,0
Pre-Seed,EdTech,Europe,907582.1179757311,3479108.841581491,5,1,0.0,16507127.74446145,0.0,1
Pre-Seed,AI/SaaS,US,331768.1036667169,2063470.4510473364,5,4,0.0,6638835.951103867,212871.0415108889,0
Idea,AI/SaaS,Asia,766140.7692176742,5194369.846103444,4,8,0.0,3639499.870466989,0.0,1
Series A,AI/SaaS,US,3341300.877923982,22430818.26613104,11,8,196059.54333172276,8221610.203019761,2561337.023195061,0
Pre-Seed,FinTech,Europe,1068010.60308151,7136595.114921834,7,1,0.0,3822179.4028310496,0.0,1
Seed,E-commerce,Asia,1228762.8394210231,3750289.839485245,10,9,122296.91795015456,17496001.983707223,1154760.5466238563,0
Pre-Seed,HealthTech,US,1599795.9457576936,9177452.071224744,7,1,0.0,17045508.275351796,863917.0122270694,0
Seed,AI/SaaS,LATAM,2789953.990776636,15798533.510807864,7,6,314426.3012170273,20176184.203225307,2190532.144588761,0
Pre-Seed,ClimateTech,US,1153069.0249400565,5271305.279599443,8,7,0.0,11512230.26250969,788845.2071311666,0
Seed,HealthTech,US,2956593.1729259603,19565423.24198753,9,7,1511291.1564700697,28330437.035782788,3302294.561611899,0
Series A,E-commerce,Europe,3875403.4640362193,11658953.178031404,8,2,480641.9893767349,5938056.522884803,0.0,1
Pre-Seed,EdTech,LATAM,1557446.9075419432,6251494.532851592,7,3,0.0,16156303.920359235,0.0,1
Seed,FinTech,US,1865913.182781581,13256434.586330071,11,2,387523.9165858144,11073601.63147453,1849509.7978132144,0
Idea,ClimateTech,US,2552693.9440392265,8619767.537181834,8,4,0.0,2407884.76843171,2499890.5606868053,0
Seed,FinTech,Asia,3242724.0715723126,21511083.42218763,9,7,143277.45100965348,23326390.101733606,3478630.735579928,0
Series A,EdTech,US,12437483.013869625,46188711.9064948,9,5,390850.9779618008,29847731.427258413,0.0,1
Seed,FinTech,US,2377825.578139049,15831539.49806928,8,11,76080.00290862583,1895798.7399981108,2118820.76930837,0
Seed,E-commerce,Europe,3696751.678389676,19270900.627274856,8,5,301901.41004693345,3540263.8122387896,0.0,1
Pre-Seed,EdTech,US,607768.411528148,3114568.8442474585,7,10,0.0,9295372.14652524,436870.05377427663,0
Pre-Seed,E-commerce,US,3134308.142295516,22555788.428572107,2,3,0.0,22954455.54415873,0.0,1
Series B,HealthTech,Europe,1673886.693195481,5180139.765070716,12,12,712936.2727988525,7045231.44227838,1427582.948467838,0
Series B,EdTech,Europe,4921979.690566399,24999599.2078946,11,6,1646044.808145255,18129054.46612657,4908231.764680931,0
Series B,E-commerce,Asia,6039796.504443858,43795967.178814,14,8,262320.5518747063,4423023.639018456,5463954.741760052,0
Seed,AI/SaaS,Europe,1522752.43635058,5563695.850681211,9,6,67539.26498965205,4305212.215480137,1136243.6880294215,0
Seed,FinTech,Europe,5663210.02098953,32693763.659703672,10,6,579382.4321501033,6073185.943488904,4514135.550708214,0
Pre-Seed,FinTech,US,2409335.8674787544,8593392.510014445,4,3,0.0,4092655.257391531,0.0,1
Series A,E-commerce,US,3826706.09785446,11693640.02184479,8,9,560483.2608718907,4141383.5940240617,3744010.205815015,0
Seed,AI/SaaS,Europe,1298413.1847934048,8756100.613748746,10,4,171974.07388660163,14179426.829029692,0.0,1
Series A,FinTech,US,7629103.65456996,41600801.1748098,10,7,820289.661531073,10435251.599383524,7106454.111101851,0
Pre-Seed,AI/SaaS,US,447476.9352050097,3292264.435891042,10,6,0.0,3920092.044009101,512403.6919636212,0
Pre-Seed,E-commerce,Asia,3052201.4558576024,15689726.941045834,5,6,0.0,16560332.724401262,0.0,1
Idea,EdTech,LATAM,587779.4058829208,4311237.0573962,5,2,0.0,31327356.953182746,704579.8566444542,0
Seed,E-commerce,Asia,1118869.5074531492,7261601.343947504,9,6,3930965.0384830674,7640124.340900964,1034889.6098026206,0
Series A,ClimateTech,US,3584173.979568227,15274755.5053863,13,10,1552923.3102645157,27671149.880505763,2052992.1511290604,0
Seed,EdTech,Asia,4061619.948834819,15352255.63602151,9,8,223871.44532814564,14621252.33504593,3067243.0021195314,0
Pre-Seed,HealthTech,US,4042785.505724923,23123757.11661768,7,7,0.0,5174955.669182536,0.0,1
Series A,FinTech,Europe,1596082.2000509277,6570823.4371198295,10,5,2189861.091683629,4644774.67678869,1752501.7017933524,0
Series A,HealthTech,Europe,1627106.6835716898,8882858.824591141,9,7,79896.8333612687,14073588.289209897,1149405.2445884082,0
Series B,ClimateTech,LATAM,8581731.330791363,45884821.70467582,13,8,286945.28971272,22728781.75136102,8896123.356545791,0
Series A,FinTech,Europe,4589485.847269446,21780814.28874609,12,5,367148.7872430042,19959899.019767057,3569416.7392565585,0
Series A,HealthTech,Asia,10310651.093195392,81829399.69948503,14,8,319240.0957942234,40356550.06428006,8598633.894704122,0
Series B,HealthTech,Europe,8720486.520073084,34965277.83704312,13,12,317108.4540764541,22095659.82822477,8564208.083683096,0
Pre-Seed,HealthTech,US,1154160.6577752917,8035612.704613329,4,8,0.0,19579536.941272955,1091814.6466361077,0
Seed,E-commerce,Europe,2700424.0083998023,9855220.295794675,8,5,393281.0909863232,3228946.75889235,0.0,1
Pre-Seed,AI/SaaS,US,627727.6828650258,2982031.554776924,8,4,0.0,21876562.838804606,0.0,1
Series A,AI/SaaS,LATAM,1068974.55976481,7455965.531781383,13,5,185820.10833474837,7481660.253235002,1173265.4440456375,0
Series A,ClimateTech,US,4071682.8589811134,21918989.43266643,11,6,318447.7804234769,16893205.66950607,2643748.95453035,0
Series A,EdTech,US,4430993.718954702,24054087.9284644,10,3,326019.0862068716,16630434.017831368,4572032.978891884,0
Seed,AI/SaaS,Europe,1650938.8134224769,5427171.427811584,9,2,189505.9757811284,5458154.699842855,1839599.6877212091,0
Seed,EdTech,Asia,1144484.0487355175,8370080.587284917,10,3,159466.7458691141,10807342.03584713,1368122.144209377,0
Series A,FinTech,US,4843845.677215302,33192244.177448746,11,9,1049601.7926697822,10715132.498482564,5674154.337357071,0
Series B,EdTech,US,8488563.257479936,37465567.16915783,11,9,976381.8194288762,13677957.28389895,4356034.869912556,0
Idea,HealthTech,Europe,423530.6680511168,3102244.37963465,5,4,0.0,3715946.7640463137,354282.37385559804,0
Series A,HealthTech,US,3801294.456974968,28298464.279344875,10,8,170738.61409359134,4113097.335658961,3985839.996322021,0
Series A,EdTech,US,5682395.962111689,23882768.308834203,10,7,803513.6714985236,58069985.37469707,5129887.260219876,0
Pre-Seed,AI/SaaS,US,417752.2932149368,2473313.94631601,4,7,0.0,12263870.758863475,314688.31663212425,0
Series B,HealthTech,Europe,706007.3537384316,4230569.542597875,10,5,194471.89061219583,22060179.512588456,540779.0908397561,0
Seed,ClimateTech,Europe,1545143.7949242415,9554753.299802087,9,5,263322.3663736231,3575013.405643513,0.0,1
Seed,E-commerce,US,4299398.185626193,28327375.899975512,13,8,72463.51667191401,6909757.065819398,4293223.728033123,0
Seed,EdTech,Europe,6187394.26637106,30880456.374443192,8,7,138299.7525736717,4374932.068701083,4872655.424358103,0
Idea,HealthTech,US,490111.2598752951,3604516.691107153,6,2,0.0,12785057.268276406,0.0,1
Pre-Seed,AI/SaaS,US,566481.5279239479,2369360.599401699,8,7,0.0,37143372.82734324,645612.4938822973,0
Seed,E-commerce,Europe,1985092.886799128,9077935.75097099,9,3,60847.21190390638,9072916.233921297,1573918.390608794,0
Pre-Seed,FinTech,Europe,1197458.7628377574,6041186.290501141,5,7,0.0,10346529.218824334,973952.646846161,0
Series B,HealthTech,Europe,7496809.751146925,37143086.48284178,11,8,2028738.321908724,6158586.127861839,5955762.996173888,0
Seed,EdTech,US,867728.4781747144,5266869.692848207,11,8,138095.1981345347,19852378.801701806,491744.5882205845,0
Series B,HealthTech,US,3272698.989575291,12056283.617630584,10,10,606347.3152395119,1715511.9189325306,1679441.6794415098,0
Seed,ClimateTech,US,3046072.9580132053,19106096.459177025,9,5,36601.92844288719,7947822.889928015,0.0,1
Series A,ClimateTech,US,1172653.04946889,4849350.234697541,13,7,572044.715296767,9404887.176838836,739935.8595299978,0
Seed,EdTech,US,3142196.501117103,11423166.490558568,7,6,197957.22934978732,1923885.272644984,2271720.1769155967,0
Series B,AI/SaaS,US,17520277.04802621,94259570.5505356,15,11,120613.33870871084,5647183.683057149,17484655.774561785,0
Pre-Seed,AI/SaaS,Asia,603450.279176796,3873107.6816301728,3,4,0.0,6972184.379174975,0.0,1
Seed,AI/SaaS,Europe,2440039.231119564,17682270.90733919,9,11,621477.670293463,11433542.340147195,1972241.397572731,0
Series B,ClimateTech,Asia,10945238.771131136,33858613.905612186,15,16,787929.6118221193,8102566.381400265,9506527.935971348,0
Seed,AI/SaaS,US,3343256.083370957,17091637.31044913,8,4,314800.6099517029,13059409.713093324,3445117.780135541,0
Series A,HealthTech,US,5132640.769522712,20725057.592912823,9,8,644692.7234980835,4507934.764345919,0.0,1
Seed,EdTech,Asia,4741715.247734724,33425272.34809526,9,7,161236.82450332606,998250.5075983312,5540696.781281007,0
Idea,FinTech,Europe,596978.8664187449,4105052.702054972,6,3,0.0,27819903.11040509,371634.3923078186,0
Series A,AI/SaaS,US,1331422.4011382323,10503870.165411478,9,6,542511.4305505877,18670231.25544241,1482406.2057723647,0
Seed,FinTech,US,2630788.7148584817,10161409.04670344,4,4,202343.3915859252,25961018.895777844,0.0,1
Idea,EdTech,Europe,1162246.4618605848,6230658.81581022,6,3,0.0,21080575.500223447,0.0,1
Series B,EdTech,LATAM,6587894.3897266565,45000283.86102683,14,8,153813.98586743386,5377231.896854847,0.0,1
Idea,HealthTech,US,656813.1358260178,5030765.341193693,5,2,0.0,24906527.699314,0.0,1
Series A,FinTech,Europe,4873554.944230804,19764364.24946648,12,4,919889.5179709786,2843538.9161092155,4151921.061069232,0
Seed,ClimateTech,Europe,2226073.572053279,6687287.706471618,9,4,292027.6735050411,17047929.616344806,1616987.7128080633,0
Seed,FinTech,US,2132889.6681956374,11679169.03999248,9,5,458661.9057758511,18360235.036632866,1376617.6859210487,0
Seed,E-commerce,Asia,706332.2922338735,2200364.479176949,7,6,133273.23035814494,4044377.8524625,0.0,1
Pre-Seed,E-commerce,Europe,838690.9541127153,5104366.948582547,4,6,0.0,3038504.0492883627,0.0,1
Series B,FinTech,Asia,7428705.935911274,47729239.61873392,11,8,3853037.0439343294,9348789.082009906,7608681.6379342,0
Seed,EdTech,Asia,2304363.9796397053,12075568.23758994,9,5,695254.2572513717,4576120.36889093,1376457.656328945,0
Pre-Seed,ClimateTech,US,498094.0840081792,1906194.0005774903,6,6,0.0,10969709.788692454,324302.3062714548,0
Pre-Seed,EdTech,US,953621.4822963674,6374755.208347789,4,3,0.0,2821394.627239258,0.0,1
Idea,FinTech,US,751050.6150777816,2926193.250231775,3,3,0.0,10496778.98494098,0.0,1
Seed,EdTech,US,1016194.970260495,3179069.204527174,9,8,266102.88087424764,14384215.515282191,957971.6079935147,0
Series B,E-commerce,Asia,5501446.374840912,25412096.193152755,14,8,2280324.7360924818,9188222.831085742,0.0,1
Series A,EdTech,US,1784659.9083319036,8002715.461257665,7,6,664958.5341528538,4173731.03364324,1110552.9033286471,0
Series A,AI/SaaS,US,1833184.917368662,12971686.391362395,11,8,242459.99234601285,30013568.65081628,1355901.4564898398,0
Series B,HealthTech,LATAM,22336415.05221724,168276853.57781458,13,9,1704557.7344196655,33097844.039602336,25591903.919129744,0
Series A,HealthTech,Asia,1973269.9728378265,13839003.66404068,11,8,227831.6493930367,6778467.714025784,1465941.8203786493,0
Seed,E-commerce,Europe,3966613.4006055305,13465468.03450886,6,2,631021.5879517738,10705561.819387374,3440054.449485643,0
Seed,ClimateTech,Asia,1985304.9756265727,14190834.024094876,9,6,177301.46441993318,5079928.9973239,0.0,1
Seed,AI/SaaS,Europe,743933.2164411874,4172275.172027882,9,10,254611.4224597784,7655028.564033847,428340.4892380691,0
Idea,EdTech,Europe,537664.5260430136,3979201.8889390063,7,2,0.0,1468406.5707947153,0.0,1
Seed,HealthTech,US,1150305.6721859046,5094925.854724504,9,2,154484.86354525128,2143110.6375624044,929211.8924262824,0
Seed,FinTech,US,1759955.3757066005,12652666.015478946,4,3,163526.26592405027,6482021.585416006,2028377.223384512,0
Idea,ClimateTech,US,1936623.0139307685,12743472.200512117,5,7,0.0,34878730.03789503,0.0,1
Seed,E-commerce,Europe,1636796.4114459192,9551813.322164154,7,7,913049.1416326392,8262139.122936383,1539274.1365160842,0
Pre-Seed,HealthTech,Europe,345541.18147002434,1948635.7641983607,8,4,0.0,3884847.3500768463,294607.1359304956,0
Pre-Seed,EdTech,Europe,2472917.42877696,18402749.414654177,4,5,0.0,10534182.091356596,0.0,1
Idea,ClimateTech,LATAM,1155961.172164432,8502050.050678015,4,3,0.0,13436454.529037494,0.0,1
Series A,FinTech,Europe,4372403.469571849,24492079.80608604,10,4,521020.8125449525,6162275.427566296,2620214.464566041,0
Seed,AI/SaaS,US,1672989.4813638465,8676436.659912448,8,6,870209.4893466448,4796549.001337767,1875284.092729982,0
Series B,E-commerce,Europe,7318727.3732689135,31300351.13879256,9,2,92134.89910665851,23563874.07059012,0.0,1
Idea,EdTech,US,437005.2940382212,1896093.7803939576,5,5,0.0,15406390.120400706,466399.8983761198,0
Idea,E-commerce,Europe,1274720.3545698489,7316242.189238314,6,3,0.0,27048644.744116127,0.0,1
Series A,EdTech,Asia,3335364.60926712,10207372.196314575,10,7,1136488.4173596613,12086418.737923754,3845411.9927456775,0
Idea,AI/SaaS,Europe,336516.1698608235,1942955.676221831,7,1,0.0,9651299.148959627,0.0,1
Series A,ClimateTech,Asia,1272472.3800440556,8593591.69241086,11,10,314875.36727054627,22107609.18247569,1097402.1377555777,0
Pre-Seed,EdTech,Europe,986940.4352263327,5600270.926695363,8,2,0.0,15154135.5828298,0.0,1
Pre-Seed,EdTech,US,1597066.2538614648,10709190.02704676,10,2,0.0,23069362.21287396,891713.4894925328,0
Idea,E-commerce,Asia,264304.47398153145,1526935.8130652497,1,1,0.0,21615689.60094701,0.0,1
Idea,HealthTech,US,765132.5620556201,3681394.302204477,5,3,0.0,5666944.559626753,917607.2758130252,0
Pre-Seed,HealthTech,US,1668657.454947082,6145150.436667195,7,5,0.0,1841237.2800673065,0.0,1
Idea,FinTech,Europe,1031252.9765285637,5694253.274201183,1,2,0.0,10032337.839974023,0.0,1
Pre-Seed,ClimateTech,Europe,667938.6875944483,3720414.207158247,6,8,0.0,3959885.8933006753,703245.9804243055,0
Idea,FinTech,Europe,225413.0323992391,1083406.214406802,4,3,0.0,18391058.196294997,0.0,1
Seed,HealthTech,Asia,811356.0245928875,6209753.212717997,8,7,120256.78504770053,7815894.81062967,0.0,1
Seed,E-commerce,US,949431.8110525511,5841573.872585351,11,4,196506.81808787223,6181027.674063999,537804.6068731416,0
Seed,E-commerce,Asia,1862432.8940186729,11706386.893581606,9,3,936019.04342141,17063603.242014162,1555060.900575674,0
Seed,E-commerce,US,6289004.338185053,40355061.9933949,7,2,240118.2284743688,6540408.872348782,6633211.768124091,0
Pre-Seed,FinTech,US,942355.922927078,6557528.734088616,4,4,0.0,12928728.04862209,0.0,1
Series A,FinTech,Europe,4570968.588428712,28293235.82274083,11,9,2710868.4916525427,20165274.411178023,4642785.163068236,0
Pre-Seed,HealthTech,LATAM,344777.7681141733,2729333.47749854,8,6,0.0,12963875.474101596,0.0,1
Seed,ClimateTech,LATAM,531006.3566501803,2019149.3316918907,10,6,478163.6333023102,43307815.90339457,0.0,1
Series A,AI/SaaS,LATAM,3721489.62512024,20804020.43550964,12,6,1238701.1230874888,12686504.944730196,2107511.622721147,0
Pre-Seed,ClimateTech,US,707402.0860463463,3310643.7335460237,4,6,0.0,30507057.12231316,443850.8326774977,0
Pre-Seed,E-commerce,US,932584.121171718,3078076.6008770955,5,6,0.0,9785648.033241412,610331.443138579,0
Series A,AI/SaaS,US,6388514.710408011,28862792.948144767,11,11,50292.10430886755,21812632.61081927,5579602.411712512,0
Seed,EdTech,US,1146831.115074875,3633396.104958552,9,7,159027.86175446105,10868629.303593012,840361.6746776121,0
Seed,ClimateTech,US,1688701.3743453794,7113537.772546288,7,6,520689.862612805,4790920.248531145,1297295.6283830693,0
Idea,E-commerce,Asia,507070.33170841646,2470371.710093094,4,4,0.0,7021276.6262797685,0.0,1
Series B,AI/SaaS,Europe,6367204.315340483,23855876.897610463,13,10,78024.41205973714,8842335.712423367,7267417.811574703,0
Pre-Seed,HealthTech,Europe,3610575.106465026,24374054.42914032,5,7,0.0,4157418.597727554,2291827.544278004,0
Series A,AI/SaaS,Asia,4231749.162287878,16827918.92909912,10,10,1660339.2223762844,12963694.328267211,3914008.275842783,0
Seed,EdTech,US,2766137.201942591,11147534.392521985,6,7,939242.6277882892,4503763.725591601,0.0,1
Seed,HealthTech,US,1729164.6124079863,9977009.967142384,11,8,192802.5399864563,2321126.121232672,1133307.8629184596,0
Seed,EdTech,US,3289300.2922977465,17940417.05257491,11,6,2580788.411100883,5329584.417596257,3328604.9100913536,0
Seed,HealthTech,Europe,1153099.275433911,3873369.587726181,10,8,159250.07155487573,5855885.721621057,0.0,1
Series B,EdTech,Europe,17593723.127217494,129516616.2402589,12,7,399718.700366744,6686979.768508807,0.0,1
Pre-Seed,AI/SaaS,US,2097508.328957456,10078509.585247029,9,3,0.0,12377256.026676591,0.0,1
Idea,EdTech,US,717412.1512572687,4597275.819862843,7,4,0.0,7340433.707470432,444582.82943999686,0
Series A,FinTech,LATAM,9535737.653248737,30637389.13775895,8,1,459575.1117472749,2952635.482893676,5644533.281892613,0
Series B,EdTech,US,16144678.142678974,116203257.42837262,12,7,1420331.248860813,4010362.955824067,13606353.497685632,0
Seed,ClimateTech,Europe,3522579.536122221,12553338.200541705,9,5,516455.214458886,6565518.723209222,0.0,1
Series A,AI/SaaS,Europe,5198900.782593189,22490802.86985421,13,7,650195.1926190817,3594146.0723804305,4452652.364248155,0
Seed,E-commerce,Europe,5027106.217196313,28084448.22276282,8,1,342330.7642912668,4763364.92173206,0.0,1
Series A,E-commerce,US,4089085.043315745,14022746.803915776,10,6,526729.1884066835,20028381.804523308,3027495.2344181906,0
Series A,EdTech,US,8030170.445773132,48083689.03494963,12,8,652404.6352637053,4059726.895667991,6729770.536563879,0
Seed,AI/SaaS,US,1023548.1033000072,6668455.902149671,5,3,369433.6688481257,36329071.99567546,0.0,1
Series A,E-commerce,US,10904589.468868922,38292576.961908095,9,9,399484.8645367882,3607886.974519282,6252645.966132592,0
Pre-Seed,AI/SaaS,US,1179612.081900385,8603268.776627094,8,5,0.0,26993430.660775054,1384672.451490082,0
Seed,EdTech,US,1019734.389952512,5100984.26497213,6,6,211378.26303280477,18106257.329102308,809997.517796726,0
Pre-Seed,ClimateTech,Europe,724555.0508843275,4989433.539359644,2,6,0.0,6033358.7839193465,0.0,1
Pre-Seed,E-commerce,US,704708.4683636186,5308724.984582583,8,2,0.0,2816176.141970855,0.0,1
Pre-Seed,EdTech,US,1878381.4885324412,6339099.336792519,7,2,0.0,22575530.052506182,0.0,1
Series A,HealthTech,US,8877613.892935138,38221959.32804223,11,11,1094405.6617640173,3084323.61950408,4790777.8204532135,0
Idea,AI/SaaS,Europe,1229814.889250762,4986243.836166988,6,3,0.0,2015082.788919549,706587.6369422486,0
Series B,HealthTech,US,5650111.848617689,27219227.97183337,12,6,1200135.5816380633,22887808.8360866,5011660.012325751,0
